Dataset,GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,Display,Numeric,Low,High,Comments
CYCU,WHS3_46,PUBLISHED,2010,AFR,,ZMB,0,0,,,
CYCU,WHS3_42,PUBLISHED,2010,SEAR,,MDV,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_UMI,VEN,6335,6335,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,LUX,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,UGA,3312.00,3312,,,
CYCU,WHS3_45,PUBLISHED,2009,WPR,WB_LMI,SLB,30,30,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,UGA,66.00,66,,,
CYCU,WHS3_45,PUBLISHED,2010,AMR,WB_UMI,VEN,636,636,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,SEN,18.00,18,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,GMB,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_LMI,NIC,6,6,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,ARG,5083,5083,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,SLE,1865.00,1865,,,
CYCU,WHS3_55,PUBLISHED,2009,WPR,WB_LMI,KIR,0,,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,POL,0,0,,,
CYCU,WHS3_57,PUBLISHED,2009,AMR,WB_UMI,CUB,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,RWA,121,121,,,
CYCU,WHS3_49,PUBLISHED,2011,AFR,WB_LI,ERI,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,DEU,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_UMI,KAZ,18254,18254,,,
CYCU,WHS3_53,PUBLISHED,2009,AMR,WB_UMI,SUR,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,PRT,134.00,134,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,SEN,5.00,5,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_LI,BEN,15,,,,
CYCU,WHS3_55,PUBLISHED,2011,EMR,,IRN,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,PNG,56.00,56,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,AGO,13,13,,,
CYCU,WHS3_48,PUBLISHED,2010,AMR,,PER,29174,,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,ROU,3494.00,3494,,,
CYCU,WHS3_50,PUBLISHED,2011,EMR,,SAU,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2009,EMR,WB_LI,SOM,208,,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,COG,10,10,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,BRB,0,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,TCD,194,194,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_HI,TTO,0,,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,KNA,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_HI,LUX,11,11,,,
CYCU,WHS3_43,PUBLISHED,2009,EMR,WB_LMI,MAR,73,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,WPR,WB_UMI,MYS,17341,17341,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,TJK,12,12,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,ITA,84.00,84,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,WPR,WB_LMI,TON,9,9,,,
CYCU,WHS3_48,PUBLISHED,2010,SEAR,,IND,1599986,,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,KAZ,3.00,3,,,
CYCU,WHS3_55,PUBLISHED,2011,EMR,,IRQ,1.00,1,,,
CYCU,WHS3_55,PUBLISHED,2011,WPR,,MHL,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,MLT,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,WB_LI,SOM,11653,11653,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,CAF,7.00,7,,,
CYCU,WHS3_42,PUBLISHED,2010,WPR,,CHN,2541,2541,,,
CYCU,WHS3_57,PUBLISHED,2010,WPR,,SGP,158,158,,,
CYCU,WHS3_51,PUBLISHED,2012,EMR,,IRQ,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,BOL,5,5,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_UMI,MEX,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,STP,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,EMR,WB_LMI,IRQ,30328,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EMR,WB_LMI,PAK,261199,261199,,,
CYCU,WHS3_50,PUBLISHED,2010,AFR,,NGA,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,BLR,0.00,0,,,
CYCU,WHS3_51,PUBLISHED,2010,WPR,WB_LI,KHM,1,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,HRV,37,37,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,KHM,9.00,9,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,HUN,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,WPR,WB_UMI,MYS,19,,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_HI,SWE,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,UGA,623.00,623,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_UMI,DMA,0,,,,
CYCU,WHS3_45,PUBLISHED,2010,SEAR,WB_LMI,BTN,14,14,,,
CYCU,WHS3_57,PUBLISHED,2009,EUR,WB_UMI,BIH,523,,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,BLR,0,0,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,NOR,0,0,,,
CYCU,WHS3_48,PUBLISHED,2009,EMR,,SDN,711462,,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_UMI,TUR,12,,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,VEN,0,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,SLV,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_UMI,PER,0,,,,
CYCU,WHS3_48,PUBLISHED,2011,EMR,,PAK,334589,,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,MYS,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,KEN,7,7,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_UMI,LCA,0,,,,
CYCU,WHS3_46,PUBLISHED,2009,SEAR,WB_LMI,TLS,9,,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_HI,BEL,59,,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,HRV,86.00,86,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,LVA,10.00,10,,,
CYCU,WHS3_55,PUBLISHED,2010,AFR,,GNB,0,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AMR,,BHS,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,NLD,5.00,5,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,SVN,284.00,284,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_LI,YEM,30,,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_UMI,LBY,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,AFR,WB_LI,MDG,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,AMR,,NIC,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,CAF,117.00,117,,,
CYCU,WHS3_56,PUBLISHED,2011,SEAR,,NPL,95.00,95,,,
CYCU,WHS3_46,PUBLISHED,2010,EMR,,KWT,0,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,DOM,0,0,,,
CYCU,WHS3_43,PUBLISHED,2009,AFR,WB_UMI,NAM,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AMR,WB_UMI,DMA,2,2,,,
CYCU,WHS3_53,PUBLISHED,2011,SEAR,,BTN,262.00,262,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,BGR,54,54,,,
CYCU,WHS3_57,PUBLISHED,2009,SEAR,WB_LI,NPL,1275,,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,EST,0,0,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,IRL,0,0,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,FRA,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,WB_HI,QAT,553,553,,,
CYCU,WHS3_56,PUBLISHED,2009,EMR,WB_HI,QAT,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_HI,MCO,1,1,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,WPR,WB_LMI,MHL,135,135,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,STP,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,AMR,,VCT,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,MUS,0,0,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_UMI,MNE,0,,,,
CYCU,WHS3_41,PUBLISHED,2011,EMR,,TUN,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,ISR,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,SMR,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,EUR,WB_HI,ISR,3,3,,,
CYCU,WHS3_53,PUBLISHED,2009,AMR,WB_LMI,ECU,837,,,,
CYCU,WHS3_48,PUBLISHED,2011,EUR,,TJK,65,,,,
CYCU,WHS3_56,PUBLISHED,2010,WPR,,BRN,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,AMR,,BLZ,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,BDI,129.00,129,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_LMI,ALB,0,,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,ZMB,330.00,330,,,
CYCU,WHS3_46,PUBLISHED,2009,SEAR,WB_LI,BGD,791,,,,
CYCU,WHS3_50,PUBLISHED,2009,AFR,WB_LI,BEN,0,,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,ISL,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,EMR,,IRQ,1944.00,1944,,,
CYCU,WHS3_53,PUBLISHED,2011,WPR,,NRU,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,EMR,WB_LMI,EGY,680,680,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_HI,NZL,3,3,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,LSO,0.00,0,,,
CYCU,WHS3_47,PUBLISHED,2010,AFR,WB_LI,GHA,1072,,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LI,CAF,247,247,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_UMI,COL,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,EMR,,AFG,3013.00,3013,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,LTU,0,0,,,
CYCU,WHS3_47,PUBLISHED,2010,AFR,WB_LI,COD,7209,,,,
CYCU,WHS3_42,PUBLISHED,2011,AFR,,MUS,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,TGO,28,28,,,
CYCU,WHS3_49,PUBLISHED,2012,SEAR,,IDN,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_UMI,BGR,2172,2172,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,SMR,0,0,,,
CYCU,WHS3_50,PUBLISHED,2009,WPR,WB_LMI,MNG,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_LI,KGZ,1,,,,
CYCU,WHS3_49,PUBLISHED,2012,EMR,,IRQ,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_UMI,GAB,3473,3473,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,DZA,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_UMI,KAZ,39,,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,WB_UMI,PLW,0,,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_HI,ATG,0,,,,
CYCU,WHS3_48,PUBLISHED,2009,EUR,,AZE,78,,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_HI,DEU,4,,,,
CYCU,WHS3_51,PUBLISHED,2012,EUR,,AZE,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_HI,NOR,5546,,,,
CYCU,WHS3_53,PUBLISHED,2009,AMR,WB_UMI,CUB,4,,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_UMI,GRD,0,,,,
CYCU,WHS3_57,PUBLISHED,2011,SEAR,,NPL,1175.00,1175,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_HI,AND,0,,,,
CYCU,WHS3_42,PUBLISHED,2011,EUR,,ESP,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,DMA,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,BFA,2511,2511,,,
CYCU,WHS3_48,PUBLISHED,2011,AMR,,GUY,29471,,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,TJK,56.00,56,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,SUR,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_HI,ATG,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,MLT,8.00,8,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_UMI,SRB,5,,,,
CYCU,WHS3_50,PUBLISHED,2009,AFR,WB_LI,BFA,1,,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,ZAF,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2009,AMR,WB_HI,USA,10,,,,
CYCU,WHS3_45,PUBLISHED,2011,SEAR,WB_LI,NPL,3184,3184,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,ISR,0,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AMR,,ARG,17,17,,,
CYCU,WHS3_48,PUBLISHED,2010,AMR,,BLZ,150,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,GEO,101,101,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,LCA,0,0,,,
CYCU,WHS3_42,PUBLISHED,2011,EUR,,LTU,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,EMR,,EGY,0,0,,,
CYCU,WHS3_53,PUBLISHED,2010,AFR,,COM,0,0,,,
CYCU,WHS3_53,PUBLISHED,2009,AFR,WB_LI,GMB,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,SEAR,,IDN,16529,16529,,,
CYCU,WHS3_55,PUBLISHED,2010,WPR,,TUV,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,BEL,2,,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,HUN,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,LTU,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,KGZ,222.00,222,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,WB_LMI,SYR,3395,3395,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_LI,TZA,61537,61537,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_LMI,HND,2876,2876,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,UKR,1333.00,1333,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,WPR,WB_LMI,MHL,190,190,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,TGO,519450,,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,NIC,24,24,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,GRD,0,0,,,
CYCU,WHS3_45,PUBLISHED,2011,EMR,,SSD,1799,1799,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,STP,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_HI,IRL,0,,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,BFA,13,13,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,PER,5,5,,,
CYCU,WHS3_62,PUBLISHED,2011,EMR,,MAR,982.00,982,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,SVN,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2011,AFR,,BDI,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2011,WPR,,CHN,3367,,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,WSM,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,PAN,22,22,,,
CYCU,WHS3_41,PUBLISHED,2009,SEAR,WB_LMI,IDN,189,,,,
CYCU,WHS3_45,PUBLISHED,2009,WPR,WB_UMI,PLW,4,4,,,
CYCU,WHS3_49,PUBLISHED,2012,AMR,,HND,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,GBR,1112.00,1112,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_UMI,DOM,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,DMA,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2011,SEAR,WB_LMI,LKA,2178,2178,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,EST,0,,,,
CYCU,WHS3_53,PUBLISHED,2009,AMR,WB_LMI,SLV,126,,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,GRC,0,0,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_HI,HUN,0,,,,
CYCU,WHS3_48,PUBLISHED,2011,EMR,,SAU,69,,,,
CYCU,WHS3_50,PUBLISHED,2011,WPR,,MNG,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2009,AMR,WB_LMI,GUY,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,USA,222.00,222,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,ARM,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,EMR,WB_HI,QAT,9,,,,
CYCU,WHS3_41,PUBLISHED,2011,AMR,,BHS,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2009,EMR,WB_LI,AFG,501,,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,JPN,0,0,,,
CYCU,WHS3_56,PUBLISHED,2009,WPR,WB_HI,NZL,0,,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,LVA,2.00,2,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,UKR,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2009,AFR,WB_LI,RWA,0,,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,LVA,0,0,,,
CYCU,WHS3_43,PUBLISHED,2010,WPR,,JPN,5406,5406,,,
CYCU,WHS3_57,PUBLISHED,2009,AMR,WB_UMI,VEN,0,,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,CUB,0,0,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,GAB,2,2,,,
CYCU,WHS3_48,PUBLISHED,2010,AMR,,PRY,27,,,,
CYCU,WHS3_53,PUBLISHED,2009,AMR,WB_UMI,PAN,154,,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,AUT,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,ROU,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,ALB,1,1,,,
CYCU,WHS3_48,PUBLISHED,2009,AFR,,DZA,0,,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,CAN,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_HI,TTO,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,ZAF,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,BRN,12,12,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,LUX,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_HI,SMR,0,,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,MHL,1,1,,,
CYCU,WHS3_50,PUBLISHED,2010,WPR,,KOR,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,WPR,WB_HI,SGP,1525,1525,,,
CYCU,WHS3_41,PUBLISHED,2011,SEAR,,IDN,806.00,806,,,
CYCU,WHS3_57,PUBLISHED,2010,WPR,,MYS,104,104,,,
CYCU,WHS3_50,PUBLISHED,2011,WPR,,NZL,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2011,EMR,,PAK,156.00,156,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,DEU,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,MNE,1,1,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,URY,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,COL,4,,,,
CYCU,WHS3_43,PUBLISHED,2010,SEAR,,NPL,2293,2293,,,
CYCU,WHS3_48,PUBLISHED,2011,EUR,,KGZ,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,PLW,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2009,WPR,,NRU,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,ETH,33.00,33,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,MOZ,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2009,AMR,WB_UMI,CHL,825,,,,
CYCU,WHS3_50,PUBLISHED,2010,SEAR,,THA,0,0,,,
CYCU,WHS3_50,PUBLISHED,2010,WPR,,PLW,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,SRB,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,SWZ,0,0,,,
CYCU,WHS3_57,PUBLISHED,2010,WPR,,CHN,43117,43117,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_HI,HRV,688,688,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_UMI,MYS,194,194,,,
CYCU,WHS3_62,PUBLISHED,2011,WPR,,PNG,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,DMA,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_LI,COM,120,120,,,
CYCU,WHS3_53,PUBLISHED,2011,EMR,,KWT,62.00,62,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_HI,EST,361,361,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,CPV,2.00,2,,,
CYCU,WHS3_57,PUBLISHED,2009,AMR,WB_UMI,PER,0,,,,
CYCU,WHS3_41,PUBLISHED,2009,WPR,,COK,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AMR,WB_UMI,ARG,9610,9610,,,
CYCU,WHS3_62,PUBLISHED,2009,AMR,WB_UMI,URY,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_UMI,LVA,864,864,,,
CYCU,WHS3_41,PUBLISHED,2009,EMR,WB_LMI,JOR,0,,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_HI,CHE,900,,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,VEN,2,2,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_LI,UGA,42885,42885,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_HI,ISL,11,11,,,
CYCU,WHS3_45,PUBLISHED,2011,AMR,WB_LMI,BLZ,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,AFR,WB_LI,RWA,0,,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,ITA,6,,,,
CYCU,WHS3_45,PUBLISHED,2009,EUR,WB_HI,HUN,0,0,,,
CYCU,WHS3_42,PUBLISHED,2009,AFR,WB_LMI,SWZ,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_HI,GRC,2,,,,
CYCU,WHS3_53,PUBLISHED,2011,WPR,,TUV,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2011,WPR,,SLB,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_LMI,AGO,10,,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_LMI,GTM,1,,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,TKM,0,0,,,
CYCU,WHS3_45,PUBLISHED,2011,AFR,WB_LI,GIN,498,498,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_HI,IRL,3660,,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,KAZ,0,0,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,CUB,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_UMI,GAB,40,40,,,
CYCU,WHS3_43,PUBLISHED,2009,SEAR,WB_LMI,IDN,973,,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,SWE,266,266,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,SVN,4.00,4,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EMR,WB_HI,QAT,580,580,,,
CYCU,WHS3_55,PUBLISHED,2011,EMR,,SYR,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,CIV,3,3,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_LMI,CIV,51,,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,DMA,1,1,,,
CYCU,WHS3_45,PUBLISHED,2010,EUR,WB_HI,MLT,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_LI,MWI,22674,22674,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,ZWE,1,1,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,SUR,0,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,ETH,75,75,,,
CYCU,WHS3_42,PUBLISHED,2011,AFR,,ZAF,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,LCA,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,AFR,WB_LI,GNB,0,,,,
CYCU,WHS3_50,PUBLISHED,2009,AFR,WB_LI,MDG,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,SEAR,,THA,109.00,109,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,WB_LMI,PNG,2932,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,POL,2754,2754,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,ROU,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,SMR,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,SYC,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,CHE,3800,3800,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_LMI,NGA,84121,84121,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,COD,731,,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,ZWE,0.00,0,,,
