Dataset,GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,Display,Numeric,Low,High,Comments
CYCU,WHS3_55,PUBLISHED,2010,EUR,,CHE,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_HI,ITA,1693,1693,,,
CYCU,WHS3_57,PUBLISHED,2011,EMR,,IRN,20.00,20,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_LI,TJK,6297,6297,,,
CYCU,WHS3_45,PUBLISHED,2010,EMR,WB_HI,KWT,21,21,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,MLT,1.00,1,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,AZE,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,MKD,217,217,,,
CYCU,WHS3_41,PUBLISHED,2010,AFR,,NAM,0,0,,,
CYCU,WHS3_55,PUBLISHED,2011,AFR,,DZA,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,SEAR,,BTN,10.00,10,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,GBR,2716.00,2716,,,
CYCU,WHS3_55,PUBLISHED,2011,AFR,,LSO,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2010,EUR,,HUN,0,0,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,RUS,406.00,406,,,
CYCU,WHS3_46,PUBLISHED,2010,EMR,,DJI,0,0,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,SWZ,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,HUN,0,,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,WB_HI,JPN,3,,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,WB_HI,SGP,13,,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_LI,HTI,37,,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,SWE,0,,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_LMI,SYR,5,,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,UZB,36.00,36,,,
CYCU,WHS3_53,PUBLISHED,2009,EMR,WB_HI,BHR,16,,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,WB_LI,VNM,68,,,,
CYCU,WHS3_42,PUBLISHED,2009,AFR,WB_UMI,MUS,0,,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,GIN,17.00,17,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,TTO,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,MNE,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,COK,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2011,WPR,,KHM,45.00,45,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_LMI,BOL,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,ATG,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_LI,KGZ,5529,5529,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_HI,QAT,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LI,MOZ,44627,44627,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,LCA,0,0,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_UMI,BIH,474,,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_LMI,DJI,0,,,,
CYCU,WHS3_48,PUBLISHED,2010,AMR,,SLV,24,,,,
CYCU,WHS3_43,PUBLISHED,2011,AMR,,VCT,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,GMB,0,0,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_HI,AND,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,NZL,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,AFR,WB_UMI,NAM,0,,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,CHN,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EMR,WB_LI,SOM,10139,10139,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,SRB,20,20,,,
CYCU,WHS3_43,PUBLISHED,2010,EMR,,LBN,19,19,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,NGA,176,176,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,NER,30,30,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_UMI,MKD,0,0,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,,NIU,0,,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_HI,LUX,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EMR,WB_HI,SAU,4422,4422,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,PER,0,0,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,CYP,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_HI,USA,0,,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,ZAF,9866,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_LI,BDI,7277,7277,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_LI,UZB,0,,,,
CYCU,WHS3_55,PUBLISHED,2010,EMR,,SAU,0,0,,,
CYCU,WHS3_57,PUBLISHED,2010,EMR,,BHR,6,6,,,
CYCU,WHS3_49,PUBLISHED,2012,EMR,,SSD,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,BFA,1024.00,1024,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_UMI,ROU,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,SEAR,,IDN,210.00,210,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,GRC,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,EMR,,JOR,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,GAB,8566,,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_UMI,SUR,1,,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_HI,MLT,1,,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_UMI,POL,2954,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EMR,WB_HI,SAU,4043,4043,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,UZB,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,DEU,0,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AFR,,MUS,4.00,4,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,AZE,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,GBR,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,EMR,WB_LI,YEM,387,387,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_UMI,KAZ,0,,,,
CYCU,WHS3_47,PUBLISHED,2011,AFR,,TGO,371,371,,,Number of cases reported up to 13 November 2011.
CYCU,WHS3_41,PUBLISHED,2009,AFR,WB_LI,GHA,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,LUX,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,TUR,242.00,242,,,
CYCU,WHS3_45,PUBLISHED,2011,WPR,WB_LMI,PNG,302,302,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,DZA,12,,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,BHS,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2012,SEAR,,MMR,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AFR,,TGO,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,SEAR,WB_LMI,MDV,11,11,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,NLD,51.00,51,,,
CYCU,WHS3_45,PUBLISHED,2011,EMR,WB_LMI,DJI,6,6,,,
CYCU,WHS3_62,PUBLISHED,2010,AMR,,CUB,0,0,,,
CYCU,WHS3_53,PUBLISHED,2011,AMR,,GRD,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,AMR,WB_UMI,DOM,144,144,,,
CYCU,WHS3_55,PUBLISHED,2011,WPR,,SLB,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_HI,ATG,0,,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,COL,468,468,,,
CYCU,WHS3_43,PUBLISHED,2010,SEAR,,TLS,0,0,,,
CYCU,WHS3_42,PUBLISHED,2011,AFR,,LSO,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2011,AFR,WB_LI,GMB,0,0,,,
CYCU,WHS3_42,PUBLISHED,2010,WPR,,WSM,0,0,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_LMI,CPV,11329,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_LMI,GTM,2902,2902,,,
CYCU,WHS3_53,PUBLISHED,2009,EMR,WB_HI,SAU,138,,,,
CYCU,WHS3_62,PUBLISHED,2010,AMR,,BOL,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,AFR,WB_LI,MOZ,60,,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_UMI,DZA,0,0,,,
CYCU,WHS3_53,PUBLISHED,2011,AMR,,NIC,1.00,1,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,TGO,17,,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,MEX,0,0,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LMI,CMR,804,,,,
CYCU,WHS3_56,PUBLISHED,2010,EUR,,LVA,0,0,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_UMI,LVA,0,,,,
CYCU,WHS3_43,PUBLISHED,2009,AFR,WB_LI,GIN,25,,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,ATG,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_LMI,MDA,4208,4208,,,
CYCU,WHS3_50,PUBLISHED,2009,WPR,WB_LMI,KIR,0,,,,
CYCU,WHS3_48,PUBLISHED,2009,AMR,,GTM,7080,,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_UMI,SRB,1,,,,
CYCU,WHS3_55,PUBLISHED,2009,WPR,WB_HI,AUS,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,BHS,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2011,AMR,,BRB,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2011,EMR,WB_LMI,IRQ,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,WPR,,SLB,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LI,GMB,34,34,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,DNK,84.00,84,,,
CYCU,WHS3_48,PUBLISHED,2009,AMR,,GUY,13673,,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,GRC,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2010,WPR,,VNM,17515,,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_HI,SGP,11,11,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,PAN,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,WPR,,MHL,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,CHL,0,0,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_LMI,LSO,7,7,,,
CYCU,WHS3_41,PUBLISHED,2010,EMR,,KWT,0,0,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,TCD,17267.00,17267,,,
CYCU,WHS3_56,PUBLISHED,2010,EUR,,SWE,0,0,,,
CYCU,WHS3_53,PUBLISHED,2009,EMR,WB_LMI,IRQ,2265,,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,TCD,146,,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,COD,943.00,943,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,RWA,638669,,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,BEN,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,LAO,0.00,0,,,
CYCU,WHS3_47,PUBLISHED,2009,AFR,WB_LI,BEN,416,,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,SUR,38,38,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_HI,IRL,281,281,,,
CYCU,WHS3_48,PUBLISHED,2009,WPR,,CHN,9287,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_UMI,TUR,16757,16757,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_HI,BEL,0,,,,
CYCU,WHS3_57,PUBLISHED,2011,WPR,,MYS,374.00,374,,,
CYCU,WHS3_41,PUBLISHED,2009,SEAR,WB_LMI,BTN,0,,,,
CYCU,WHS3_53,PUBLISHED,2009,SEAR,WB_LMI,LKA,660,,,,
CYCU,WHS3_45,PUBLISHED,2009,EMR,WB_HI,OMN,2,2,,,
CYCU,WHS3_47,PUBLISHED,2012,AFR,,NGA,1206.00,1206,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,GTM,2.00,2,,,
CYCU,WHS3_46,PUBLISHED,2009,AMR,WB_UMI,CRI,1,,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,SVK,0,0,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_LMI,MDA,0,,,,
CYCU,WHS3_56,PUBLISHED,2010,EUR,,PRT,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_LI,SOM,53,,,,
CYCU,WHS3_53,PUBLISHED,2009,AFR,WB_LMI,COG,0,,,,
CYCU,WHS3_41,PUBLISHED,2010,EMR,,SDN,1,1,,,
CYCU,WHS3_50,PUBLISHED,2009,WPR,WB_UMI,MYS,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,GNQ,0,0,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_LMI,HND,0,,,,
CYCU,WHS3_45,PUBLISHED,2010,EUR,WB_HI,NOR,1,1,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,LUX,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,NER,20.00,20,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,MWI,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,SEAR,WB_LI,PRK,76336,76336,,,
CYCU,WHS3_41,PUBLISHED,2010,SEAR,,IND,3123,3123,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_HI,AND,3,3,,,
CYCU,WHS3_55,PUBLISHED,2011,EMR,,BHR,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AFR,,ZAF,3266.00,3266,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,GNQ,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,STP,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,SEAR,,NPL,183,183,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_HI,CYP,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,DEU,1607.00,1607,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,PNG,56.00,56,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,WB_HI,SGP,0,,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LI,RWA,67,,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_LI,ZWE,10,10,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,LTU,1.00,1,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,TUR,1.00,1,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,KOR,19.00,19,,,
CYCU,WHS3_62,PUBLISHED,2009,WPR,WB_HI,BRN,2,,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LI,MDG,1572,1572,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,ZMB,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2011,SEAR,WB_LMI,MDV,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,EMR,WB_LMI,TUN,1,,,,
CYCU,WHS3_46,PUBLISHED,2010,WPR,,BRN,0,0,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,UKR,2333,2333,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,SUR,0,,,,
CYCU,WHS3_56,PUBLISHED,2010,WPR,,NRU,0,0,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,ATG,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2011,EUR,,DEU,4.00,4,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,WPR,WB_UMI,PLW,12,12,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,ALB,5,5,,,
CYCU,WHS3_42,PUBLISHED,2010,SEAR,,THA,36,36,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,SMR,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,WPR,,COK,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_UMI,KAZ,20508,20508,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,ETH,1158197,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,HUN,0,0,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,CHL,12.00,12,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_UMI,BIH,1725,1725,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,KGZ,396,396,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,TGO,28.00,28,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_UMI,MEX,0,,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,MWI,4,4,,,
CYCU,WHS3_41,PUBLISHED,2011,AMR,,CHL,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2011,EUR,,ISL,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,GIN,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_LI,GHA,14607,14607,,,
CYCU,WHS3_48,PUBLISHED,2009,AMR,,PAN,770,,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,NIC,1,1,,,
CYCU,WHS3_43,PUBLISHED,2011,EMR,,KWT,16.00,16,,,
CYCU,WHS3_57,PUBLISHED,2009,WPR,WB_LI,KHM,528,,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,WSM,1,1,,,
CYCU,WHS3_50,PUBLISHED,2009,WPR,WB_LMI,MHL,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,EMR,,KWT,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,COD,5407,5407,,,
CYCU,WHS3_55,PUBLISHED,2010,WPR,,SLB,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,BRB,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,RUS,1,1,,,
CYCU,WHS3_46,PUBLISHED,2010,EMR,,IRN,14,14,,,
CYCU,WHS3_43,PUBLISHED,2010,EMR,,QAT,11,11,,,
CYCU,WHS3_45,PUBLISHED,2011,SEAR,WB_LMI,THA,280,280,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,FIN,0,0,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_UMI,LCA,0,,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,EST,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_HI,BEL,0,,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,BHS,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_UMI,VEN,6474,6474,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,SEAR,WB_LMI,THA,66397,66397,,,
CYCU,WHS3_48,PUBLISHED,2011,WPR,,KHM,57423,,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_UMI,LTU,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,ITA,726.00,726,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,BLZ,0,0,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_HI,BRN,3,3,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,DOM,2.00,2,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,GMB,0.00,0,,,
CYCU,WHS3_47,PUBLISHED,2009,AFR,WB_LI,CAF,289,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EMR,WB_LMI,EGY,9685,9685,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,TJK,1441.00,1441,,,
CYCU,WHS3_42,PUBLISHED,2009,AFR,WB_LI,ZMB,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,BEN,6.00,6,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,GNQ,0,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AMR,,HND,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_HI,CHE,0,,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_UMI,DMA,0,,,,
CYCU,WHS3_55,PUBLISHED,2011,AMR,,LCA,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_LMI,TKM,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_LMI,ALB,431,431,,,
CYCU,WHS3_56,PUBLISHED,2009,EMR,WB_LMI,IRQ,17,,,,
CYCU,WHS3_62,PUBLISHED,2009,AMR,WB_LMI,GTM,0,,,,
CYCU,WHS3_52,PUBLISHED,2010,AMR,WB_UMI,PER,27,,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,EST,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LI,KEN,97320,97320,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,BLR,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,AZE,0,0,,,
CYCU,WHS3_45,PUBLISHED,2010,EUR,WB_UMI,LTU,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,SEAR,WB_LMI,MDV,6,,,,
CYCU,WHS3_53,PUBLISHED,2011,AFR,,BFA,0.00,0,,,
CYCU,WHS3_51,PUBLISHED,2010,SEAR,WB_LMI,IDN,9,,,,
CYCU,WHS3_47,PUBLISHED,2011,AFR,,COD,5176,5176,,,Number of cases reported up to 10 July 2011.
CYCU,WHS3_57,PUBLISHED,2010,AFR,,DZA,212,212,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,GBR,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2009,SEAR,,THA,29462,,,,
CYCU,WHS3_56,PUBLISHED,2010,SEAR,,BTN,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LI,ETH,156539,156539,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,EST,0,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,MUS,12,12,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,MRT,2926,,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,GMB,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,VEN,0,0,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,RUS,510,510,,,
CYCU,WHS3_48,PUBLISHED,2011,SEAR,,MMR,465294,,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,IRL,0,0,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,SVN,610,610,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,DZA,112.00,112,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,MLT,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2010,WPR,,NZL,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,EMR,,EGY,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,CUB,0,,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,SUR,0,0,,,
CYCU,WHS3_42,PUBLISHED,2011,EUR,,AZE,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_HI,NLD,15,,,,
CYCU,WHS3_49,PUBLISHED,2011,WPR,WB_LMI,VUT,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,WPR,,MHL,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,ECU,1331,1331,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_HI,FIN,0,,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_HI,BRB,0,,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_LI,ETH,4430,4430,,,
CYCU,WHS3_40,PUBLISHED,2011,WPR,,BRN,3.00,3,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_LMI,LSO,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,TUR,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,AFR,WB_LI,COD,1,,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_LMI,ECU,5,,,,
CYCU,WHS3_56,PUBLISHED,2009,EMR,WB_LMI,MAR,1,,,,
CYCU,WHS3_41,PUBLISHED,2009,AFR,WB_LMI,CPV,0,,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_UMI,PAN,101,,,,
CYCU,WHS3_43,PUBLISHED,2011,WPR,,JPN,4395.00,4395,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_UMI,GRD,5,5,,,
CYCU,WHS3_43,PUBLISHED,2009,SEAR,WB_LMI,BTN,0,,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_HI,ITA,769,,,,
CYCU,WHS3_48,PUBLISHED,2010,AMR,,NIC,692,,,,
CYCU,WHS3_49,PUBLISHED,2011,EMR,WB_LMI,JOR,0,0,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,NZL,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,COD,888.00,888,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_LMI,GUY,29,29,,,
CYCU,WHS3_48,PUBLISHED,2009,AFR,,BEN,889597,,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,AZE,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,SRB,14,14,,,
CYCU,WHS3_62,PUBLISHED,2011,WPR,,TUV,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2009,WPR,WB_LI,VNM,471,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,WPR,WB_HI,NZL,301,301,,,
CYCU,WHS3_45,PUBLISHED,2011,AFR,WB_LI,KEN,105,105,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_UMI,SRB,7,,,,
CYCU,WHS3_50,PUBLISHED,2009,AFR,WB_LI,MLI,4,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AMR,WB_LMI,NIC,2693,2693,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,SWE,2.00,2,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_LI,UZB,0,,,,
CYCU,WHS3_43,PUBLISHED,2011,SEAR,,MDV,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2010,EMR,,IRQ,25,25,,,
